,Nama_Produk,Akun,Ulasan,rate,Ulasan_tokenize,Ulasan_normalized,Ulasan_stop_removed	,Ulasan_Stemmed,Ulasan_clean
451,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,yudhi,Brg yg dikirim beda dengan gambar. Gbr kn956 yg dikirim duckbill. 👎 👎 Seller tolong di drop aja item ini dr mengecewakan pembeli,5,"['Brg', 'yg', 'dikirim', 'beda', 'dengan', 'gambar', '.', 'Gbr', 'kn956', 'yg', 'dikirim', 'duckbill', '.', '👎', '👎', 'Seller', 'tolong', 'di', 'drop', 'aja', 'item', 'ini', 'dr', 'mengecewakan', 'pembeli']","['Barang', 'yang', 'dikirim', 'beda', 'dengan', 'gambar', '.', 'Gambar', 'KN956', 'yang', 'dikirim', 'duckbill', '.', '👎👎', 'Seller', 'tolong', 'di', 'drop', 'aja', 'item', 'ini', 'dari', 'mengecewakan', 'pembeli']","['Barang', 'dikirim', 'beda', 'gambar', 'Gambar', 'KN956', 'dikirim', 'duckbill', '👎👎', 'Seller', 'drop', 'item', 'mengecewakan', 'pembeli']","['Barang', 'dikirim', 'beda', 'gambar', 'Gambar', 'KN956', 'dikirim', 'duckbill', '👎👎', 'Seller', 'drop', 'item', 'mengecewakan', 'pembeli']",Barang dikirim beda gambar Gambar KN956 dikirim duckbill 👎👎 Seller drop item mengecewakan pembeli
452,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Pangeran,"KN95nya setipis harganya, 😅",5,"['KN95nya', 'setipis', 'harganya', ',', '😅']","['KN95nya', 'setipis', 'harganya', ',', '😅']","['KN95nya', 'setipis', 'harganya', '😅']","['KN95nya', 'setipis', 'harganya', '😅']",KN95nya setipis harganya 😅
453,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Joseph,masker yang dikirim bukan masker kn95 dan maskernya pun tipis. kecewa sama barang yang dikirim padahal ini pembelian ke 2,3,"['masker', 'yang', 'dikirim', 'bukan', 'masker', 'kn95', 'dan', 'maskernya', 'pun', 'tipis', '.', 'kecewa', 'sama', 'barang', 'yang', 'dikirim', 'padahal', 'ini', 'pembelian', 'ke', '2']","['masker', 'yang', 'dikirim', 'bukan', 'masker', 'KN95', 'dan', 'maskernya', 'pun', 'tipis', '.', 'kecewa', 'sama', 'barang', 'yang', 'dikirim', 'padahal', 'ini', 'pembelian', 'ke', '2']","['masker', 'dikirim', 'masker', 'KN95', 'maskernya', 'tipis', 'kecewa', 'barang', 'dikirim', 'pembelian', 'ke', '2']","['masker', 'dikirim', 'masker', 'KN95', 'maskernya', 'tipis', 'kecewa', 'barang', 'dikirim', 'pembelian', 'ke', '2']",masker dikirim masker KN95 maskernya tipis kecewa barang dikirim pembelian ke 2
454,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,f***n,"barang yg dikirimkan tidak sesuai gambar iklan. walaupun kn95, tapi berbeda dari yg diharapkan (sesuai gambar iklan)",2,"['barang', 'yg', 'dikirimkan', 'tidak', 'sesuai', 'gambar', 'iklan', '.', 'walaupun', 'kn95', ',', 'tapi', 'berbeda', 'dari', 'yg', 'diharapkan', '(', 'sesuai', 'gambar', 'iklan', ')']","['barang', 'yang', 'dikirimkan', 'tidak', 'sesuai', 'gambar', 'iklan', '.', 'walaupun', 'KN95', ',', 'tapi', 'berbeda', 'dari', 'yang', 'diharapkan', '(', 'sesuai', 'gambar', 'iklan', ')']","['barang', 'dikirimkan', 'sesuai', 'gambar', 'iklan', 'KN95', 'berbeda', 'diharapkan', 'gambar', 'iklan']","['barang', 'dikirimkan', 'sesuai', 'gambar', 'iklan', 'KN95', 'berbeda', 'diharapkan', 'gambar', 'iklan']",barang dikirimkan sesuai gambar iklan KN95 berbeda diharapkan gambar iklan
455,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,A***s,pesanan tidak sesuai! not good seller,1,"['pesanan', 'tidak', 'sesuai', '!', 'not', 'good', 'seller']","['pesanan', 'tidak', 'sesuai', '!', 'not', 'good', 'seller']","['pesanan', 'tidak', 'sesuai', 'not', 'good', 'seller']","['pesanan', 'tidak', 'sesuai', 'not', 'good', 'seller']",pesanan tidak sesuai not good seller
456,Masker Earloop Kn95 Kn 95 5 Ply 5Ply Cantol Hitam Black isi 10 pcs,Lucia,"Respon dan pengirimannya cepat, barang sesuai dengan deskripsi. Terima kasih.",5,"['Respon', 'dan', 'pengirimannya', 'cepat', ',', 'barang', 'sesuai', 'dengan', 'deskripsi', '.', 'Terima', 'kasih', '.']","['Respon', 'dan', 'pengirimannya', 'cepat', ',', 'barang', 'sesuai', 'dengan', 'deskripsi', '.', 'Terima', 'kasih']","['Respon', 'pengirimannya', 'cepat', 'barang', 'deskripsi', 'Terima', 'kasih']","['Respon', 'pengirimannya', 'cepat', 'barang', 'deskripsi', 'Terima', 'kasih']",Respon pengirimannya cepat barang deskripsi Terima kasih
457,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 25",Finala,sesuai dengan pesanan,5,"['sesuai', 'dengan', 'pesanan']","['sesuai', 'dengan', 'pesanan']","['sesuai', 'pesanan']","['sesuai', 'pesanan']",sesuai pesanan
458,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 26",Hendra,repeat order...,5,"['repeat', 'order', '...']","['repeat', 'order', '...']","['repeat', 'order']","['repeat', 'order']",repeat order
459,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 27",susanti,berbulu,1,['berbulu'],['berbulu'],['berbulu'],['berbulu'],berbulu
460,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 28",ichwan,Respon penjual dan kurir cepat.,5,"['Respon', 'penjual', 'dan', 'kurir', 'cepat', '.']","['Respon', 'penjual', 'dan', 'kurir', 'cepat', '.']","['Respon', 'penjual', 'kurir', 'cepat']","['Respon', 'penjual', 'kurir', 'cepat']",Respon penjual kurir cepat
461,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 29",S***e,"permintaan warna gold yg dtg knp warnanya ky silver ke coklatan gelap gt kl lht aslinya , gak sesuai dgn pic di etalase nya... kecewa 😔",3,"['permintaan', 'warna', 'gold', 'yg', 'dtg', 'knp', 'warnanya', 'ky', 'silver', 'ke', 'coklatan', 'gelap', 'gt', 'kl', 'lht', 'aslinya', ',', 'gak', 'sesuai', 'dgn', 'pic', 'di', 'etalase', 'nya', '...', 'kecewa', '😔']","['permintaan', 'warna', 'gold', 'yang', 'datang', 'kenapa', 'warnanya', 'seperti', 'silver', 'ke', 'coklatan', 'gelap', 'gitu', 'kalau', 'lihat', 'aslinya', ',', 'gak', 'sesuai', 'dengan', 'pic', 'di', 'etalase', 'nya', '...', 'kecewa', '😔']","['permintaan', 'warna', 'gold', 'datang', 'warnanya', 'silver', 'coklatan', 'gelap', 'gitu', 'lihat', 'aslinya', 'sesuai', 'pic', 'etalase', 'kecewa']","['permintaan', 'warna', 'gold', 'datang', 'warnanya', 'silver', 'coklatan', 'gelap', 'gitu', 'lihat', 'aslinya', 'sesuai', 'pic', 'etalase', 'kecewa']",permintaan warna gold datang warnanya silver coklatan gelap gitu lihat aslinya sesuai pic etalase kecewa
462,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 30",H***n,Toppp om,5,"['Toppp', 'om']","['Top', 'om']","['Top', 'om']","['Top', 'om']",Top om
463,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 31",S***i,"Pengiriman cepat, masker nyaman dipakai, nafas lebih lega dan warna2 bagus",5,"['Pengiriman', 'cepat', ',', 'masker', 'nyaman', 'dipakai', ',', 'nafas', 'lebih', 'lega', 'dan', 'warna2', 'bagus']","['Pengiriman', 'cepat', ',', 'masker', 'nyaman', 'dipakai', ',', 'nafas', 'lebih', 'lega', 'dan', 'warna-warna', 'bagus']","['Pengiriman', 'cepat', 'masker', 'nyaman', 'nafas', 'lebih', 'lega', 'warna-warna', 'bagus']","['Pengiriman', 'cepat', 'masker', 'nyaman', 'nafas', 'lebih', 'lega', 'warna-warna', 'bagus']",Pengiriman cepat masker nyaman nafas lebih lega warna-warna bagus
464,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 32",icha,kesekian kalinya beli harga murah barang berkualitas sesuai pesanan,5,"['kesekian', 'kalinya', 'beli', 'harga', 'murah', 'barang', 'berkualitas', 'sesuai', 'pesanan']","['Kesekian', 'kalinya', 'beli', 'harga', 'murah', 'barang', 'berkualitas', 'sesuai', 'pesanan']","['Kesekian', 'kalinya', 'beli', 'harga', 'murah', 'barang', 'berkualitas', 'sesuai', 'pesanan']","['Kesekian', 'kalinya', 'beli', 'harga', 'murah', 'barang', 'berkualitas', 'sesuai', 'pesanan']",Kesekian kalinya beli harga murah barang berkualitas sesuai pesanan
465,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 33",P***o,"sesuai deskripsi, kualitas barang OK, dapat bonus 4 bh masker KN 95, terima kasih",5,"['sesuai', 'deskripsi', ',', 'kualitas', 'barang', 'OK', ',', 'dapat', 'bonus', '4', 'bh', 'masker', 'KN', '95', ',', 'terima', 'kasih']","['Sesuai', 'deskripsi', ',', 'kualitas', 'barang', 'OK', ',', 'dapat', 'bonus', '4', 'buah', 'masker', 'KN95', ',', 'terima', 'kasih']","['Sesuai', 'deskripsi', 'kualitas', 'barang', 'OK', 'bonus', '4', 'buah', 'masker', 'KN95', 'terima', 'kasih']","['Sesuai', 'deskripsi', 'kualitas', 'barang', 'OK', 'bonus', '4', 'buah', 'masker', 'KN95', 'terima', 'kasih']",Sesuai deskripsi kualitas barang OK bonus 4 buah masker KN95 terima kasih
466,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 34",Agus,"barang ok, mantap",5,"['barang', 'ok', ',', 'mantap']","['Barang', 'ok', ',', 'mantap']","['Barang', 'ok', 'mantap']","['Barang', 'ok', 'mantap']",Barang ok mantap
467,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 35",Jessica,pesanan sesuai yg di request pengiriman cepat recommended seller,5,"['pesanan', 'sesuai', 'yg', 'di', 'request', 'pengiriman', 'cepat', 'recommended', 'seller']","['Pesanan', 'sesuai', 'yang', 'di', 'request', 'pengiriman', 'cepat', 'recommended', 'seller']","['Pesanan', 'sesuai', 'request', 'pengiriman', 'cepat', 'recommended', 'seller']","['Pesanan', 'sesuai', 'request', 'pengiriman', 'cepat', 'recommended', 'seller']",Pesanan sesuai request pengiriman cepat recommended seller
468,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 36",Citra,"barang bagus , sesuai deskripsi no cacat packing rapi",5,"['barang', 'bagus', ',', 'sesuai', 'deskripsi', 'no', 'cacat', 'packing', 'rapi']","['Barang', 'bagus', ',', 'sesuai', 'deskripsi', 'tanpa', 'cacat', 'packing', 'rapi']","['Barang', 'bagus', 'sesuai', 'deskripsi', 'cacat', 'packing', 'rapi']","['Barang', 'bagus', 'sesuai', 'deskripsi', 'cacat', 'packing', 'rapi']",Barang bagus sesuai deskripsi cacat packing rapi
469,"MASKER ICARE DUCKBILL EMBOSS EARLOOP 4PLY PREMIUM QUALITY 50PCS I CARE - PUTIH EMBOSS, IC DB SACHET 37",wasilatul,"puas banget ,terima kasih selalu dapat bonus masker",5,"['puas', 'banget', ',', 'terima', 'kasih', 'selalu', 'dapat', 'bonus', 'masker']","['Puas', 'banget', ',', 'terima', 'kasih', 'selalu', 'dapat', 'bonus', 'masker']","['Puas', 'terima', 'kasih', 'selalu', 'dapat', 'bonus', 'masker']","['Puas', 'terima', 'kasih', 'selalu', 'dapat', 'bonus', 'masker']",Puas terima kasih selalu dapat bonus masker
470,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,D***t,"Pertama x order 2 packs n alhamdulillah maskernya bgs bener. Bhn n size nyaman di wjh. Warna cantik. Sy sk dg model ini krn enak dipakai buat yg berkacamata. Posisi kacamata bs pas. Krn suka n cocok, next sy akan order lg ya ",5,"['Pertama', 'x', 'order', '2', 'packs', 'n', 'alhamdulillah', 'maskernya', 'bgs', 'bener', '.', 'Bhn', 'n', 'size', 'nyaman', 'di', 'wjh', '.', 'Warna', 'cantik', '.', 'Sy', 'sk', 'dg', 'model', 'ini', 'krn', 'enak', 'dipakai', 'buat', 'yg', 'berkacamata', '.', 'Posisi', 'kacamata', 'bs', 'pas', '.', 'Krn', 'suka', 'n', 'cocok', ',', 'next', 'sy', 'akan', 'order', 'lg', 'ya']","['Pertama', 'kali', 'order', '2', 'packs', 'dan', 'alhamdulillah', 'maskernya', 'bagus', 'bener', '.', 'Bahan', 'dan', 'ukuran', 'nyaman', 'di', 'wajah', '.', 'Warna', 'cantik', '.', 'Saya', 'suka', 'dengan', 'model', 'ini', 'karena', 'enak', 'dipakai', 'untuk', 'yang', 'memakai', 'kacamata', '.', 'Posisi', 'kacamata', 'bisa', 'pas', '.', 'Karena', 'suka', 'dan', 'cocok', ',', 'saya', 'akan', 'order', 'lagi', 'ya']","['Pertama', 'kali', 'order', '2', 'packs', 'alhamdulillah', 'maskernya', 'bagus', 'bener', 'Bahan', 'ukuran', 'nyaman', 'wajah', 'Warna', 'cantik', 'Suka', 'model', 'enak', 'dipakai', 'memakai', 'kacamata', 'Posisi', 'kacamata', 'pas', 'Suka', 'cocok', 'order']","['Pertama', 'kali', 'order', '2', 'packs', 'alhamdulillah', 'maskernya', 'bagus', 'bener', 'Bahan', 'ukuran', 'nyaman', 'wajah', 'Warna', 'cantik', 'Suka', 'model', 'enak', 'dipakai', 'memakai', 'kacamata', 'Posisi', 'kacamata', 'pas', 'Suka', 'cocok', 'order']",Pertama kali order 2 packs alhamdulillah maskernya bagus bener Bahan ukuran nyaman wajah Warna cantik Suka model enak dipakai memakai kacamata Posisi kacamata pas Suka cocok order
471,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Eddy,"Sdh diterima seller responsif, pengiriman cepat, terima kasih",5,"['Sdh', 'diterima', 'seller', 'responsif', ',', 'pengiriman', 'cepat', ',', 'terima', 'kasih']","['Sudah', 'diterima', 'seller', 'responsif', ',', 'pengiriman', 'cepat', ',', 'terima', 'kasih']","['Sudah', 'diterima', 'seller', 'responsif', 'pengiriman', 'cepat', 'terima', 'kasih']","['Sudah', 'diterima', 'seller', 'responsif', 'pengiriman', 'cepat', 'terima', 'kasih']",Sudah diterima seller responsif pengiriman cepat terima kasih
472,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Putu,respon penjual cepat barang sesuai deakripsi dan diterima lebih cepat,5,"['respon', 'penjual', 'cepat', 'barang', 'sesuai', 'deakripsi', 'dan', 'diterima', 'lebih', 'cepat']","['Respon', 'penjual', 'cepat', 'barang', 'sesuai', 'deskripsi', 'dan', 'diterima', 'lebih', 'cepat']","['Respon', 'penjual', 'cepat', 'barang', 'deskripsi', 'diterima', 'cepat']","['Respon', 'penjual', 'cepat', 'barang', 'deskripsi', 'diterima', 'cepat']",Respon penjual cepat barang deskripsi diterima cepat
473,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Miss,Barang okkkkk,5,"['Barang', 'okkkkk']","['Barang', 'ok']","['Barang', 'ok']","['Barang', 'ok']",Barang ok
474,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,Djatty,masker nya sesuai pesanan..harga terjangkau...recomended,5,"['masker', 'nya', 'sesuai', 'pesanan', '..', 'harga', 'terjangkau', '...', 'recomended']","['Masker', 'nya', 'sesuai', 'pesanan', '..', 'harga', 'terjangkau', '...', 'recommended']","['Masker', 'nya', 'sesuai', 'pesanan', 'harga', 'terjangkau', 'recommended']","['Masker', 'nya', 'sesuai', 'pesanan', 'harga', 'terjangkau', 'recommended']",Masker nya sesuai pesanan harga terjangkau recommended
475,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,R***s,ada beda merk 1.,4,"['ada', 'beda', 'merk', '1', '.']","['Ada', 'beda', 'merk', '1', '.']","['beda', 'merk', '1']","['beda', 'merk', '1']",beda merk 1
476,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,I***u,barang nya bagus 👍,5,"['barang', 'nya', 'bagus', '👍']","['Barang', 'nya', 'bagus', '👍']","['Barang', 'bagus']","['Barang', 'bagus']",Barang bagus
477,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,erini,sesuai pesanan & pengiriman cepat,5,"['sesuai', 'pesanan', '&', 'pengiriman', 'cepat']","['Sesuai', 'pesanan', 'dan', 'pengiriman', 'cepat']","['Sesuai', 'pesanan', 'pengiriman', 'cepat']","['Sesuai', 'pesanan', 'pengiriman', 'cepat']",Sesuai pesanan pengiriman cepat
478,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,M***d,"masker pada lecek , packingnya tanpa kardus , langsung di lilit plastik",1,"['masker', 'pada', 'lecek', ',', 'packingnya', 'tanpa', 'kardus', ',', 'langsung', 'di', 'lilit', 'plastik']","['Masker', 'pada', 'lecek', ',', 'packing', 'tanpa', 'kardus', ',', 'langsung', 'dililit', 'plastik']","['Masker', 'lecek', 'packing', 'kardus', 'dililit', 'plastik']","['Masker', 'lecek', 'packing', 'kardus', 'dililit', 'plastik']",Masker lecek packing kardus dililit plastik
479,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,ngawur,padahal untuk di jual kembali sungguh teganya dirimu,1,"['padahal', 'untuk', 'di', 'jual', 'kembali', 'sungguh', 'teganya', 'dirimu']","['Padahal', 'untuk', 'dijual', 'kembali', 'sungguh', 'teganya', 'dirimu']","['dijual', 'kembali', 'teganya', 'dirimu']","['dijual', 'kembali', 'teganya', 'dirimu']",dijual kembali teganya dirimu
480,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,h***s,pesan matcha di kirim putih,2,"['pesan', 'matcha', 'di', 'kirim', 'putih']","['Pesan', 'matcha', 'dikirim', 'putih']","['Pesan', 'matcha', 'dikirim', 'putih']","['Pesan', 'matcha', 'dikirim', 'putih']",Pesan matcha dikirim putih
481,FILTCARE Masker KF94 Korea 4 ply Premium isi 10 pcs High Quality - FC KF 10 WHITE,A***n,"Diprosesnya lama.. Tali maskernya tdk sesuai yg di iklan. Tali masker yg ini sepengalaman saya cpet lepas, beda dengan tali masker yg di iklan itu lebih kuat. Agak sedikit kecewa.",2,"['Diprosesnya', 'lama', '..', 'Tali', 'maskernya', 'tdk', 'sesuai', 'yg', 'di', 'iklan', '.', 'Tali', 'masker', 'yg', 'ini', 'sepengalaman', 'saya', 'cpet', 'lepas', ',', 'beda', 'dengan', 'tali', 'masker', 'yg', 'di', 'iklan', 'itu', 'lebih', 'kuat', '.', 'Agak', 'sedikit', 'kecewa', '.']","['Diprosesnya', 'lama', '..', 'Tali', 'masker', 'tidak', 'sesuai', 'yang', 'di', 'iklan', '.', 'Tali', 'masker', 'yang', 'ini', 'sepengalaman', 'saya', 'cepat', 'lepas', ',', 'berbeda', 'dengan', 'tali', 'masker', 'yang', 'di', 'iklan', 'itu', 'lebih', 'kuat', '.', 'Agak', 'sedikit', 'kecewa', '.']","['Diprosesnya', 'lama', 'Tali', 'masker', 'sesuai', 'iklan', 'Tali', 'masker', 'cepat', 'lepas', 'tali', 'masker', 'sesuai', 'iklan', 'kuat', 'Agak', 'kecewa']","['Diprosesnya', 'lama', 'Tali', 'masker', 'sesuai', 'iklan', 'Tali', 'masker', 'cepat', 'lepas', 'tali', 'masker', 'sesuai', 'iklan', 'kuat', 'Agak', 'kecewa']",Diprosesnya lama Tali masker sesuai iklan Tali masker cepat lepas tali masker sesuai iklan kuat Agak kecewa
482,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Fountain,good,5,['good'],['Good'],['Good'],['Good'],Good
483,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Y***a,sesuai pesanan..produk baguss dan pengiriman jg cepat. thank you👍,5,"['sesuai', 'pesanan', '..', 'produk', 'baguss', 'dan', 'pengiriman', 'jg', 'cepat', '.', 'thank', 'you', '👍']","['Sesuai', 'pesanan', '..', 'produk', 'bagus', 'dan', 'pengiriman', 'juga', 'cepat', '.', 'Terima', 'kasih', '👍']","['Sesuai', 'pesanan', 'produk', 'bagus', 'pengiriman', 'cepat', 'Terima', 'kasih']","['Sesuai', 'pesanan', 'produk', 'bagus', 'pengiriman', 'cepat', 'Terima', 'kasih']",Sesuai pesanan produk bagus pengiriman cepat Terima kasih
484,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",k***i,"sesuai pesanan, mantap, recommended seller",5,"['sesuai', 'pesanan', ',', 'mantap', ',', 'recommended', 'seller']","['Sesuai', 'pesanan', ',', 'mantap', ',', 'recommended', 'seller']","['Sesuai', 'pesanan', 'mantap', 'recommended', 'seller']","['Sesuai', 'pesanan', 'mantap', 'recommended', 'seller']",Sesuai pesanan mantap recommended seller
485,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",shavyfallen,"barang sesuai pesanan,, pengiriman juga sangat cepat",5,"['barang', 'sesuai', 'pesanan', ',', ',', 'pengiriman', 'juga', 'sangat', 'cepat']","['Barang', 'sesuai', 'pesanan', ',', 'pengiriman', 'juga', 'sangat', 'cepat']","['Barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat']","['Barang', 'sesuai', 'pesanan', 'pengiriman', 'cepat']",Barang sesuai pesanan pengiriman cepat
486,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Rifai,"Packing barang rapih, pengiriman cepat sampai, barang bagus dan jumlah barang pas sesui pesanan tidak ada yang kurang, terimakasih.",5,"['Packing', 'barang', 'rapih', ',', 'pengiriman', 'cepat', 'sampai', ',', 'barang', 'bagus', 'dan', 'jumlah', 'barang', 'pas', 'sesui', 'pesanan', 'tidak', 'ada', 'yang', 'kurang', ',', 'terimakasih', '.']","['Packing', 'barang', 'rapih', ',', 'pengiriman', 'cepat', 'sampai', ',', 'barang', 'bagus', 'dan', 'jumlah', 'barang', 'pas', 'sesuai', 'pesanan', 'tidak', 'ada', 'yang', 'kurang', ',', 'terima', 'kasih', '.']","['Packing', 'barang', 'rapih', 'pengiriman', 'cepat', 'sampai', 'barang', 'jumlah', 'barang', 'pas', 'pesanan', 'kurang', 'Terima', 'kasih']","['Packing', 'barang', 'rapih', 'pengiriman', 'cepat', 'sampai', 'barang', 'jumlah', 'barang', 'pas', 'pesanan', 'kurang', 'Terima', 'kasih']",Packing barang rapih pengiriman cepat sampai barang jumlah barang pas pesanan kurang Terima kasih
487,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",Budiman,"barang sesuai deskripsi, sudah sering order disini...pengiriman juga cepat sampai...",5,"['barang', 'sesuai', 'deskripsi', ',', 'sudah', 'sering', 'order', 'disini', '...', 'pengiriman', 'juga', 'cepat', 'sampai', '...']","['Barang', 'sesuai', 'deskripsi', ',', 'sudah', 'sering', 'order', 'di', 'sini', '...', 'pengiriman', 'juga', 'cepat', 'sampai', '...']","['Barang', 'sesuai', 'deskripsi', 'sering', 'order', 'pengiriman', 'cepat', 'sampai']","['Barang', 'sesuai', 'deskripsi', 'sering', 'order', 'pengiriman', 'cepat', 'sampai']",Barang sesuai deskripsi sering order pengiriman cepat sampai
488,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",E***a,sesuai pesanan. masker nyaman digunakan. thank you.,5,"['sesuai', 'pesanan', '.', 'masker', 'nyaman', 'digunakan', '.', 'thank', 'you', '.']","['Sesuai', 'pesanan', '.', 'Masker', 'nyaman', 'digunakan', '.', 'Terima', 'kasih', '.']","['Sesuai', 'pesanan', 'Masker', 'nyaman', 'digunakan', 'Terima', 'kasih']","['Sesuai', 'pesanan', 'Masker', 'nyaman', 'digunakan', 'Terima', 'kasih']",Sesuai pesanan Masker nyaman digunakan Terima kasih
489,"Masker ALKINDO DUCKBILL 3Ply (PUTIH) 50pcs/box, seperti sensi ducbill - 4 PLY PTH EMBOS",irdarmansyah,barang nya yang dateng cuma 49 kurang 1 pcs.,2,"['barang', 'nya', 'yang', 'dateng', 'cuma', '49', 'kurang', '1', 'pcs', '.']","['Barang', 'yang', 'datang', 'hanya', '49', 'kurang', '1', 'pcs', '.']","['Barang', 'datang', '49', 'kurang', '1', 'pcs']","['Barang', 'datang', '49', 'kurang', '1', 'pcs']",Barang datang 49 kurang 1 pcs
